CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CONTENT_LENGTH,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,WHOIS_REGDATE_YEAR,WHOIS_REGDATE_MONTH,WHOIS_REGDATE_DAY,WHOIS_REGDATE_HOUR,WHOIS_REGDATE_MINUTE,WHOIS_UPDATED_DATE_YEAR,WHOIS_UPDATED_DATE_MONTH,WHOIS_UPDATED_DATE_DAY,WHOIS_UPDATED_DATE_HOUR,WHOIS_UPDATED_DATE_MINUTE,Type
UTF-8,OTHER,US,CA,41,9,,0,0,0,0,0,2,124,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,CA,41,9,,3,3,1,366,3,4,244,366,3,0.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,APACHE,US,OTHER,41,9,,7,5,5,630,7,7,442,630,7,0.0,1996,10,23,0,0,2017,2,28,0,0,0
UTF-8,APACHE,US,OTHER,41,9,7065.0,5,3,3,576,6,8,522,576,6,0.0,2003,4,11,0,0,2016,4,11,0,0,0
ISO-8859-1,OTHER,US,FL,41,7,10588.0,20,0,2,1895,22,24,13792,2055,22,2.0,2002,7,30,0,0,2014,6,26,0,0,0
UTF-8,APACHE,PA,OTHER,41,8,,8,0,1,1078,12,12,1532,1390,12,4.0,2008,9,12,0,0,2016,11,30,0,0,0
UTF-8,OTHER,US,CA,41,9,,34,27,3,4891,42,37,37001,5499,42,8.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,APACHE,US,OTHER,41,7,281.0,18,0,3,1868,22,23,18348,2202,22,4.0,2010,9,3,0,0,2013,1,18,0,0,0
US-ASCII,MICROSOFT-IIS/7.5,US,OTHER,41,8,324.0,10,3,5,1202,14,16,1335,1500,14,4.0,2001,4,7,23,21,2017,4,19,17,24,0
UTF-8,APACHE,OTHER,,41,8,,34,11,4,3699,40,38,27522,4153,40,6.0,2016,8,3,0,0,2017,2,27,0,0,0
UTF-8,APACHE,US,OTHER,41,8,,26,0,8,2657,30,35,34427,2991,30,4.0,2010,2,23,0,0,2017,1,23,0,0,0
ISO-8859-1,APACHE,US,OTHER,41,10,13.0,8,3,8,552,8,5,420,552,8,0.0,2016,6,7,14,30,2016,5,9,3,47,0
UTF-8,OTHER,US,WA,41,8,,40,12,6,3079,44,53,38924,3359,44,4.0,1996,5,1,0,0,2016,5,5,0,0,0
ISO-8859-1,OTHER,,,41,8,,1,0,1,54,1,2,124,54,1,0.0,2016,1,16,0,0,2017,3,13,0,0,0
UTF-8,OTHER,US,NY,41,10,,10,1,4,1198,16,16,2763,1616,16,6.0,1994,10,18,0,0,2016,6,10,0,0,0
ISO-8859-1,APACHE,AU,OTHER,41,9,,101,41,5,10813,110,101,142735,11423,110,8.0,2006,3,22,0,0,2017,3,22,0,0,0
UTF-8,OTHER,OTHER,OTHER,41,10,9817.0,0,0,0,0,0,0,0,0,0,0.0,1997,6,13,0,0,2015,5,11,0,0,0
ISO-8859-1,APACHE,AU,OTHER,41,9,,0,0,0,0,0,0,0,0,0,0.0,2006,3,22,0,0,2017,3,22,0,0,0
ISO-8859-1,NGINX,OTHER,,41,9,,0,0,0,0,0,0,0,0,0,0.0,2005,7,22,18,52,2016,7,21,18,54,0
UTF-8,NGINX,,,42,13,646.0,7,1,5,466,11,10,822,760,11,4.0,,,,,,,,,,,1
UTF-8,NGINX,,,42,11,673.0,18,1,4,2185,24,21,2969,2637,24,6.0,,,,,,,,,,,1
UTF-8,NGINX,,,42,11,673.0,18,1,5,2185,24,21,2969,2637,24,6.0,,,,,,,,,,,1
UTF-8,OTHER,,,42,10,,15,0,3,2124,17,20,12884,2270,17,2.0,2002,7,4,20,0,,,,,,1
ISO-8859-1,OTHER,US,OTHER,42,10,2516.0,24,0,2,4035,30,25,12416,4499,30,6.0,2000,5,24,0,0,2016,5,25,0,0,1
ISO-8859-1,OTHER,US,OTHER,42,10,2516.0,25,0,2,4101,31,28,12614,4565,31,6.0,2000,5,24,0,0,2016,5,25,0,0,1
ISO-8859-1,OTHER,US,OTHER,42,10,2516.0,23,0,2,3969,29,24,12354,4433,29,6.0,2000,5,24,0,0,2016,5,25,0,0,1
ISO-8859-1,OTHER,US,OTHER,42,10,2516.0,25,0,2,4101,31,28,12614,4565,31,6.0,2000,5,24,0,0,2016,5,25,0,0,1
ISO-8859-1,APACHE,US,OTHER,42,8,895.0,15,0,6,1980,19,17,5911,2334,19,4.0,2013,5,3,20,51,2013,5,5,3,46,1
UTF-8,OTHER,US,FL,42,7,,51,11,7,4601,57,55,45279,5103,57,6.0,2004,5,24,0,0,2017,3,16,0,0,0
UTF-8,OTHER,OTHER,OTHER,42,8,,0,0,0,0,0,0,0,0,0,0.0,2006,1,30,0,0,2014,4,14,0,0,0
UTF-8,OTHER,CA,OTHER,42,7,,0,0,0,0,0,0,0,0,0,0.0,1997,12,19,0,0,2012,5,11,0,0,0
UTF-8,NGINX,US,OTHER,42,10,,0,0,0,0,0,0,0,0,0,0.0,2006,11,30,0,0,2015,4,17,0,0,0
UTF-8,APACHE,CA,OTHER,42,8,7289.0,0,0,0,0,0,0,0,0,0,0.0,1999,4,14,0,0,2015,8,8,0,0,0
UTF-8,OTHER,CA,OTHER,42,8,4974.0,0,0,0,0,0,0,0,0,0,0.0,2008,5,27,0,0,2015,5,27,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,42,10,,0,0,0,0,0,0,0,0,0,0.0,2009,10,11,0,0,2015,4,21,0,0,0
UTF-8,OTHER,US,CA,42,9,4691.0,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,CA,42,8,,0,0,0,0,0,0,0,0,0,0.0,1996,9,12,0,0,2015,9,10,0,0,0
UTF-8,NGINX,US,OTHER,42,11,,0,0,0,0,0,0,0,0,0,0.0,2004,8,5,20,53,2014,4,4,15,11,0
ISO-8859-1,,US,CA,42,10,1819.0,0,0,0,0,0,0,0,0,0,0.0,2002,2,11,0,0,2017,2,2,0,0,0
ISO-8859-1,NGINX,US,OTHER,42,9,1505.0,0,0,0,0,0,0,0,0,0,0.0,2004,8,1,0,0,2017,3,1,0,0,0
UTF-8,APACHE,,,42,9,7509.0,7,0,2,985,13,12,1496,1433,13,6.0,1999,8,16,0,0,2013,8,17,0,0,0
ISO-8859-1,OTHER,US,CA,42,9,5127.0,4,3,2,432,4,5,310,432,4,0.0,1995,4,8,0,0,2017,1,26,0,0,0
ISO-8859-1,APACHE,US,OTHER,42,7,,6,4,4,528,6,8,612,528,6,0.0,2002,7,18,0,0,2013,10,7,0,0,0
UTF-8,NGINX,,,42,9,,6,5,2,540,6,7,473,540,6,0.0,1994,11,23,0,0,2015,8,19,0,0,0
UTF-8,NGINX,AU,OTHER,42,8,,5,3,3,498,5,6,376,498,5,0.0,2015,8,30,0,0,2017,8,3,0,0,0
US-ASCII,,,,42,9,324.0,8,8,3,636,8,6,364,636,8,0.0,2000,11,10,0,0,2014,2,7,0,0,0
UTF-8,APACHE,OTHER,OTHER,42,8,,33,0,5,2706,37,35,41737,2982,37,4.0,1996,2,27,0,0,2016,1,27,0,0,0
UTF-8,OTHER,,,42,8,2766.0,33,4,9,3088,41,34,12104,3720,41,8.0,2009,4,30,0,0,2017,5,1,0,0,0
UTF-8,,US,CA,42,8,,28,20,2,2780,32,36,27390,3064,32,4.0,1996,2,22,0,0,2015,1,16,0,0,0
ISO-8859-1,APACHE,AU,OTHER,42,9,,15,6,10,950,17,18,1327,1110,17,2.0,2006,3,22,0,0,2017,3,22,0,0,0
UTF-8,OTHER,US,OTHER,42,7,,19,15,3,2864,23,26,10465,3168,23,4.0,2006,11,27,0,0,2017,2,3,0,0,0
UTF-8,OTHER,OTHER,OTHER,42,9,10561.0,15,4,4,1540,19,21,25529,1844,19,4.0,2017,2,13,0,0,2017,2,28,0,0,0
UTF-8,OTHER,OTHER,OTHER,42,9,8769.0,5,0,3,334,7,6,412,474,7,2.0,2015,9,29,0,0,2017,3,24,0,0,0
UTF-8,OTHER,US,CA,42,7,12608.0,71,9,13,7856,77,68,82332,8384,77,6.0,2000,7,31,0,0,2016,6,29,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,CA,42,9,324.0,29,14,15,2767,33,27,3550,3073,33,4.0,1998,10,22,0,0,2017,3,16,0,0,0
UTF-8,OTHER,AU,OTHER,42,8,94.0,14,0,3,1102,16,8,1015,1248,16,2.0,2004,8,19,0,0,2016,5,7,0,0,0
ISO-8859-1,OTHER,US,OTHER,42,8,,0,0,0,0,0,0,0,0,0,0.0,2003,6,24,0,0,2016,8,22,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,42,8,324.0,0,0,0,0,0,0,0,0,0,0.0,2016,3,18,0,0,2017,3,14,0,0,0
UTF-8,,US,CA,42,8,,22,15,2,2432,26,32,27169,2716,26,4.0,1996,2,22,0,0,2015,1,16,0,0,0
ISO-8859-1,APACHE,AU,OTHER,42,9,,0,0,0,0,0,0,0,0,0,0.0,2006,3,22,0,0,2017,3,22,0,0,0
ISO-8859-1,APACHE,US,OTHER,42,7,497.0,0,0,0,0,0,0,0,0,0,0.0,2010,6,12,0,0,2016,7,12,0,0,0
UTF-8,OTHER,US,FL,42,7,,0,0,0,0,0,0,0,0,0,0.0,2004,5,24,0,0,2017,3,16,0,0,0
UTF-8,NGINX,,,43,13,646.0,11,1,4,1266,15,12,966,1554,15,4.0,,,,,,,,,,,1
UTF-8,NGINX,,,43,11,673.0,18,1,5,2188,24,22,3031,2640,24,6.0,,,,,,,,,,,1
ISO-8859-1,OTHER,US,OTHER,43,10,2516.0,23,0,2,3970,29,27,12548,4434,29,6.0,2000,5,24,0,0,2016,5,25,0,0,1
ISO-8859-1,OTHER,,,43,11,,10,0,5,925,12,12,1399,1079,12,2.0,2000,3,3,0,0,2015,8,12,0,0,1
ISO-8859-1,OTHER,US,OTHER,43,10,,8,0,1,1045,10,9,2806,1209,10,2.0,2003,6,23,0,0,2017,2,1,0,0,1
UTF-8,APACHE,US,CA,43,10,7550.0,11,0,1,883,13,13,8893,1037,13,2.0,2004,3,8,0,0,2016,4,8,0,0,1
UTF-8,OTHER,,,43,10,,0,0,0,0,0,2,124,0,0,0.0,,,,,,,,,,,1
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,WA,43,8,324.0,0,0,0,0,0,0,0,0,0,0.0,2002,5,14,0,0,2017,3,3,0,0,0
UTF-8,OTHER,US,FL,43,9,,0,0,0,0,0,0,0,0,0,0.0,2000,3,6,0,0,2016,5,5,0,0,0
ISO-8859-1,APACHE,AU,OTHER,43,9,,0,0,0,0,0,0,0,0,0,0.0,2006,3,22,0,0,2017,3,22,0,0,0
ISO-8859-1,NGINX,US,WA,43,9,,0,0,0,0,0,0,0,0,0,0.0,2001,4,26,0,0,2015,12,15,0,0,0
ISO-8859-1,APACHE,US,CA,43,8,236.0,16,0,1,1151,18,19,24455,1305,18,2.0,2004,9,5,18,6,2017,4,24,11,55,0
ISO-8859-1,OTHER,US,OTHER,43,8,,0,0,0,0,0,0,0,0,0,0.0,1997,5,11,5,0,2016,5,9,8,0,0
ISO-8859-1,,US,CA,43,9,,0,0,0,0,0,0,0,0,0,0.0,1997,3,29,0,0,2016,11,29,0,0,0
UTF-8,NGINX,OTHER,OTHER,43,8,,15,6,5,1528,21,21,3023,1988,21,6.0,1995,8,12,0,0,2014,4,4,0,0,0
UTF-8,APACHE,US,CA,43,7,,15,3,4,1110,15,4,244,1110,15,0.0,2001,6,27,0,0,2017,3,3,0,0,0
UTF-8,OTHER,US,CA,43,9,,29,10,11,2022,29,12,803,2022,29,0.0,2001,1,13,0,12,2015,12,12,10,16,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,43,7,324.0,39,9,5,4044,43,39,44173,4420,43,4.0,2002,11,13,0,0,2016,11,13,0,0,0
UTF-8,OTHER,,,43,8,13089.0,4,3,2,408,4,7,448,408,4,0.0,1996,9,12,0,0,2015,9,10,0,0,0
UTF-8,OTHER,US,OTHER,43,9,19724.0,4,3,2,420,4,6,366,420,4,0.0,1996,1,30,0,0,2017,1,2,0,0,0
UTF-8,OTHER,US,CA,43,9,,9,5,6,750,9,8,502,750,9,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,APACHE,OTHER,OTHER,43,9,,33,1,4,2756,37,37,41938,3032,37,4.0,1996,2,27,0,0,2016,1,27,0,0,0
UTF-8,OTHER,US,CA,43,9,389.0,83,2,3,6008,87,107,147266,6312,87,4.0,1999,7,16,0,0,2013,3,29,0,0,0
UTF-8,APACHE,US,OTHER,43,8,,84,13,6,7403,86,71,117282,7549,86,2.0,2006,6,23,0,0,2016,6,24,0,0,0
ISO-8859-1,,,,43,9,6744.0,22,3,8,2267,28,31,9811,2701,28,6.0,1999,11,28,0,0,2013,9,9,0,0,0
ISO-8859,APACHE,,,43,12,5653.0,8,0,3,803,12,12,2190,1097,12,4.0,2000,9,25,0,0,2015,11,23,0,0,0
US-ASCII,MICROSOFT-IIS/7.5,,,43,8,324.0,25,2,6,2444,31,17,1984,2874,31,6.0,2003,9,26,0,0,2016,6,17,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,CA,OTHER,43,9,,20,4,7,1511,22,21,14430,1663,22,2.0,2002,10,4,0,0,2016,9,6,0,0,0
UTF-8,NGINX,US,NY,43,10,,23,15,9,2479,27,24,6085,2743,27,4.0,1995,3,23,0,0,2017,3,3,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,43,7,324.0,17,7,3,2715,23,20,20139,3187,23,6.0,2003,5,6,0,0,2014,11,26,0,0,0
ISO-8859-1,APACHE,OTHER,,43,7,497.0,45,3,7,4178,51,50,44810,4646,51,6.0,2006,11,11,0,0,2016,10,26,0,0,0
UTF-8,OTHER,US,CA,43,7,20592.0,64,5,13,6081,69,71,63457,6463,69,4.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,OTHER,US,FL,43,10,,0,0,0,0,0,0,0,0,0,0.0,1995,4,20,4,0,2013,7,3,19,26,0
UTF-8,OTHER,US,CA,43,9,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,OTHER,43,10,4816.0,0,0,0,0,0,0,0,0,0,0.0,2015,3,5,0,0,2016,4,5,0,0,0
ISO-8859-1,OTHER,US,OTHER,44,10,2516.0,22,0,2,3444,28,24,9819,3908,28,6.0,2000,5,24,0,0,2016,5,25,0,0,1
UTF-8,OTHER,US,OTHER,44,10,8219.0,0,0,0,0,0,0,0,0,0,0.0,2005,4,2,0,0,2017,3,21,0,0,0
ISO-8859-1,NGINX,US,WA,44,8,,0,0,0,0,0,0,0,0,0,0.0,1996,8,4,0,0,2016,11,18,0,0,0
ISO-8859-1,APACHE,,,44,11,334.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
UTF-8,OTHER,US,CA,44,9,634.0,0,0,0,0,0,0,0,0,0,0.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,OTHER,US,CA,44,9,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,NGINX,US,NY,44,9,,0,0,0,0,0,0,0,0,0,0.0,1996,9,16,4,0,2017,5,4,13,36,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,44,7,324.0,0,0,0,0,0,0,0,0,0,0.0,2003,5,6,0,0,2014,11,26,0,0,0
ISO-8859-1,NGINX,US,WA,44,8,,19,0,2,1809,23,23,26805,2125,23,4.0,1996,8,4,0,0,2016,11,18,0,0,0
UTF-8,OTHER,AU,,44,10,,17,7,6,1242,17,13,962,1242,17,0.0,2006,7,20,0,0,2013,5,3,0,0,0
ISO-8859-1,NGINX,US,OTHER,44,9,1511.0,6,4,3,640,6,8,606,640,6,0.0,2004,8,1,0,0,2017,3,1,0,0,0
ISO-8859-1,,US,CA,44,11,1819.0,5,3,2,498,5,7,438,498,5,0.0,2002,2,11,0,0,2017,2,2,0,0,0
UTF-8,APACHE,CA,OTHER,44,10,45958.0,6,6,3,540,6,8,539,540,6,0.0,2003,9,12,0,0,2016,10,22,0,0,0
UTF-8,OTHER,US,CA,44,9,,39,19,10,2742,39,5,306,2742,39,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,APACHE,US,OTHER,44,7,,14,7,12,1092,14,15,970,1092,14,0.0,2008,12,3,0,0,2016,5,19,0,0,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,WA,44,8,11.0,40,6,5,4203,42,42,47931,4365,42,2.0,2000,9,13,0,0,2016,8,29,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,44,9,324.0,26,10,6,2512,32,33,7155,2982,32,6.0,1999,5,2,0,0,2014,6,16,0,0,0
UTF-8,OTHER,US,CA,44,9,,40,35,2,5987,48,48,38230,6595,48,8.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,CA,44,9,,37,32,2,5805,45,41,40585,6413,45,8.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,APACHE,CA,OTHER,44,9,44446.0,157,2,5,11053,159,176,284743,11211,159,2.0,2003,9,12,0,0,2016,10,22,0,0,0
ISO-8859-1,APACHE,,,44,9,338.0,9,0,2,870,11,12,5876,1020,11,2.0,,,,,,,,,,,0
ISO-8859-1,OTHER,US,FL,44,8,345.0,12,4,3,972,14,16,15901,1118,14,2.0,2000,10,5,0,0,2016,11,10,0,0,0
ISO-8859-1,,US,OTHER,44,9,674.0,15,0,6,1556,21,20,9023,1988,21,6.0,1999,11,28,0,0,2013,9,9,0,0,0
UTF-8,OTHER,US,FL,44,9,,29,16,7,2326,33,25,3623,2626,33,4.0,2000,3,6,0,0,2016,5,5,0,0,0
UTF-8,OTHER,US,CA,44,8,25825.0,71,1,6,5647,79,79,120385,6295,79,8.0,1995,1,25,0,0,2013,5,12,0,0,0
UTF-8,OTHER,US,WA,44,8,,23,6,9,1942,27,25,15275,2222,27,4.0,1996,5,1,0,0,2016,5,5,0,0,0
ISO-8859-1,OTHER,OTHER,,44,9,,6,0,1,672,8,8,1381,834,8,2.0,2005,5,10,0,0,2015,5,21,0,0,0
ISO-8859-1,NGINX,US,OTHER,44,9,1501.0,53,21,8,7834,61,53,22947,8472,61,8.0,2004,8,1,0,0,2017,3,1,0,0,0
UTF-8,NGINX,US,OTHER,44,8,10198.0,17,12,4,2401,23,23,19291,2827,23,6.0,2006,6,28,0,0,2013,1,2,0,0,0
ISO-8859-1,OTHER,US,OTHER,44,10,360.0,16,3,4,1480,20,23,10665,1776,20,4.0,1997,6,25,0,0,2017,3,26,0,0,0
ISO-8859-1,OTHER,US,CA,44,9,16525.0,10,0,5,1197,14,15,1424,1503,14,4.0,1998,9,1,0,0,2017,4,1,0,0,0
UTF-8,OTHER,US,WA,44,8,,18,0,3,2274,22,21,31811,2554,22,4.0,1996,5,1,0,0,2016,5,5,0,0,0
ISO-8859-1,,US,OTHER,44,9,6746.0,20,4,6,2097,24,23,9280,2381,24,4.0,1999,11,28,0,0,2013,9,9,0,0,0
UTF-8,OTHER,US,CA,44,9,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,CA,OTHER,44,8,324.0,0,0,0,0,0,0,0,0,0,0.0,2000,3,17,0,0,2016,1,17,0,0,0
US-ASCII,MICROSOFT-IIS/7.5,US,OTHER,44,8,324.0,0,0,0,0,0,0,0,0,0,0.0,2003,9,26,0,0,2016,6,17,0,0,0
ISO-8859-1,APACHE,,,45,10,,4,0,2,531,6,6,494,681,6,2.0,2016,9,10,17,8,,,,,,1
ISO-8859-1,NGINX,,,45,8,326.0,7,0,2,1088,11,10,7650,1440,11,4.0,2008,2,29,0,0,2017,2,21,0,0,0
UTF-8,OTHER,US,OTHER,45,9,10273.0,0,0,0,0,0,0,0,0,0,0.0,2001,5,18,0,0,2016,3,19,0,0,0
ISO-8859-1,,,,45,9,6748.0,0,0,0,0,0,0,0,0,0,0.0,1999,11,28,0,0,2013,9,9,0,0,0
ISO-8859-1,OTHER,US,OTHER,45,9,,0,0,0,0,0,0,0,0,0,0.0,1994,9,29,0,0,2016,11,29,0,0,0
ISO-8859-1,OTHER,US,FL,45,8,1245.0,0,0,0,0,0,0,0,0,0,0.0,2002,10,30,0,0,2016,6,7,0,0,0
ISO-8859-1,APACHE,,,45,10,6264.0,0,0,0,0,0,0,0,0,0,0.0,2000,12,19,0,0,2016,12,16,0,0,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,OTHER,45,10,1245.0,0,0,0,0,0,0,0,0,0,0.0,1998,5,13,0,0,2016,6,17,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,US,OTHER,45,9,,0,0,0,0,0,0,0,0,0,0.0,2009,9,8,0,0,2016,6,17,0,0,0
ISO-8859-1,OTHER,US,OTHER,45,7,185.0,0,0,0,0,0,0,0,0,0,0.0,2007,7,29,0,0,2016,9,7,0,0,0
UTF-8,APACHE,US,OTHER,45,7,4764.0,0,0,0,0,0,0,0,0,0,0.0,2009,7,15,0,0,2015,4,20,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,45,8,324.0,0,0,0,0,0,0,0,0,0,0.0,2000,9,27,0,0,2016,10,10,0,0,0
UTF-8,OTHER,US,OTHER,45,8,365.0,0,0,0,0,0,0,0,0,0,0.0,2001,7,13,0,0,2015,4,26,0,0,0
UTF-8,OTHER,US,CA,45,11,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,APACHE,US,CA,45,11,3042.0,14,0,7,1201,18,17,4922,1495,18,4.0,1998,10,20,0,0,2013,4,12,0,0,0
UTF-8,OTHER,US,NY,45,8,41547.0,8,4,3,660,8,6,476,660,8,0.0,2005,10,3,0,0,2017,7,3,0,0,0
UTF-8,OTHER,US,OTHER,45,11,,10,9,8,780,10,12,805,780,10,0.0,2001,8,8,0,0,2015,9,11,0,0,0
UTF-8,OTHER,OTHER,OTHER,45,9,39.0,4,0,2,541,6,7,579,689,6,2.0,2002,11,27,0,0,2016,11,21,0,0,0
UTF-8,APACHE,CA,OTHER,45,9,44447.0,185,0,2,13834,187,263,488313,13992,187,2.0,2003,9,12,0,0,2016,10,22,0,0,0
UTF-8,OTHER,US,CA,45,9,,47,41,4,6464,55,53,39038,7072,55,8.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,OTHER,US,OTHER,45,8,226.0,44,0,2,4044,46,46,82259,4204,46,2.0,2007,9,28,16,6,2017,3,28,18,24,0
ISO-8859-1,OTHER,,,45,10,217.0,28,2,5,3409,30,19,18392,3565,30,2.0,,,,,,,,,,,0
ISO-8859-1,,US,CA,45,10,12368.0,32,5,9,2595,36,34,15941,2881,36,4.0,1998,9,1,0,0,2017,4,1,0,0,0
UTF-8,OTHER,US,CA,45,9,,55,43,7,10205,69,56,38894,11305,69,14.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,CA,45,9,4695.0,40,35,2,4590,46,54,84636,5046,46,6.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,CA,45,10,636.0,46,22,8,5308,54,51,40052,5902,54,8.0,1995,1,18,0,0,2015,8,26,0,0,0
ISO-8859-1,APACHE,AU,OTHER,45,8,191.0,3,0,1,198,3,3,186,198,3,0.0,2009,12,3,1,58,2017,4,18,1,29,0
UTF-8,APACHE,US,OTHER,45,9,23771.0,19,0,2,1801,23,25,26643,2097,23,4.0,1993,8,11,0,0,2015,12,10,0,0,0
UTF-8,,US,NY,45,10,14947.0,19,0,3,1816,23,22,12138,2104,23,4.0,1998,7,25,0,0,2017,5,3,0,0,0
ISO-8859-1,APACHE,AU,OTHER,45,9,,70,3,8,5631,77,65,82281,6091,77,6.0,2006,3,22,0,0,2017,3,22,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,45,9,324.0,28,10,9,2683,36,33,11690,3307,36,8.0,1999,5,2,0,0,2014,6,16,0,0,0
UTF-8,OTHER,US,CA,45,10,,33,29,2,5852,42,39,37285,6460,42,8.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,APACHE,US,OTHER,45,8,,26,16,5,3891,34,35,37000,4567,34,8.0,1999,11,16,0,0,2016,5,11,0,0,0
ISO-8859-1,NGINX,US,WA,45,9,,8,0,2,805,12,11,1087,1099,12,4.0,1998,7,20,4,0,2017,2,21,3,57,0
WINDOWS-1252,OTHER,US,WA,45,9,,15,0,2,2730,19,23,9605,3046,19,4.0,2003,7,4,0,0,2013,1,11,0,0,0
UTF-8,OTHER,US,NY,45,7,9194.0,9,0,5,1197,14,11,1532,1537,14,4.0,2009,4,6,0,0,2016,4,5,0,0,0
UTF-8,OTHER,CA,OTHER,45,10,6560.0,0,0,0,0,0,0,0,0,0,0.0,2000,11,29,0,0,2016,10,21,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,OTHER,OTHER,45,10,,0,0,0,0,0,0,0,0,0,0.0,1999,3,2,0,0,2017,4,2,0,0,0
ISO-8859-1,,US,OTHER,45,9,6746.0,0,0,0,0,0,0,0,0,0,0.0,1999,11,28,0,0,2013,9,9,0,0,0
UTF-8,OTHER,US,CA,45,9,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,,,,45,8,,0,0,0,0,0,0,0,0,0,0.0,2000,10,18,0,0,2017,1,29,0,0,0
UTF-8,NGINX,,,46,11,649.0,11,0,3,1274,15,14,3132,1562,15,4.0,,,,,,,,,,,1
ISO-8859-1,OTHER,US,OTHER,46,12,221.0,7,0,2,742,9,10,1263,890,9,2.0,2005,6,10,0,0,2016,6,10,0,0,1
ISO-8859-1,,US,CA,46,9,,63,59,2,8062,75,76,82775,8950,75,12.0,1997,3,29,0,0,2016,11,29,0,0,0
UTF-8,OTHER,US,CA,46,11,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,OTHER,,,46,9,231.0,0,0,0,0,0,0,0,0,0,0.0,2009,9,22,0,0,2015,4,23,0,0,0
UTF-8,OTHER,,,46,9,,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,WA,46,9,11.0,0,0,0,0,0,0,0,0,0,0.0,2000,9,13,0,0,2016,8,29,0,0,0
UTF-8,OTHER,US,CA,46,11,4698.0,46,42,2,6883,54,54,38056,7491,54,8.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,APACHE,US,NY,46,9,2393.0,29,14,4,3416,35,35,17574,3858,35,6.0,1994,1,18,0,0,2016,10,21,0,0,0
UTF-8,OTHER,US,OTHER,46,10,,0,0,0,0,0,0,0,0,0,0.0,2001,8,8,0,0,2015,9,11,0,0,0
ISO-8859-1,,US,OTHER,46,8,21.0,0,0,0,0,0,0,0,0,0,0.0,1996,9,13,4,0,2016,7,16,7,42,0
ISO-8859-1,NGINX,US,OTHER,46,9,,0,0,0,0,0,0,0,0,0,0.0,2008,7,21,0,0,2015,4,18,0,0,0
UTF-8,NGINX,US,NY,46,9,,0,0,0,0,0,0,0,0,0,0.0,1995,3,23,0,0,2017,3,3,0,0,0
